"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1240005493164","28.3530006408691","25.8700008392334","23.3910007476807","26.298999786377","25.5799999237061","24.9179992675781","24.3099994659424","23.6539993286133","22.8990001678467","22.25","26.3279991149902","26.8640003204346","26.75","26.8269996643066","26.8610000610352","27.6520004272461","28.2280006408691","32.2159996032715","36.1139984130859","39.6650009155273","43.9650001525879","44.1529998779297","43.8979988098145","43.6749992370605","43.7560005187988","43.7680015563965","43.8160018920898","43.8759994506836",
"Angola","AGO","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.1949996948242","51.048999786377","50.5519981384277","50.0730018615723","50.648998260498","51.0719985961914","51.7430000305176","52.0909996032715","51.7459983825684","52.1080017089844","52.6419982910156","53.9480018615723","54.4269981384277","54.7379989624023","52.6459999084473","51.0460014343262","49.1220016479492","46.9490013122559","45.7649993896484","43.1269989013672","40.8190002441406","41.015998840332","41.5009994506836","42.0250015258789","42.3839988708496","42.3240013122559","42.484001159668","42.6759986877441","42.8819999694824",
"Albania","ALB","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.8479995727539","34.1199989318848","34.390998840332","34.6360015869141","34.890998840332","35.1370010375977","35.257999420166","35.4739990234375","35.7220001220703","35.9370002746582","36.1580009460449","36.3549995422363","36.560001373291","36.7649993896484","36.9669990539551","37.1619987487793","37.3619995117188","37.5660018920898","36.007999420166","37.3230018615723","35.7470016479492","36.6640014648438","38.923999786377","39.5839996337891","40.0200004577637","41.2330017089844","42.4440002441406","42.6619987487793","42.8819999694824",
"Andorra","AND","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.798692254239","44.3234206310171","45.2490391646495","45.4912077407341","46.279661368764","46.8542605768411","47.4552173188541","48.3048119000222","48.792834879763","49.0485829966582","49.8052592880452","50.7548024502328","50.7784096894622","50.6017329576251","50.8717201506398","51.147801095909","51.3697549644741","51.6315732041073","52.3052483391393","52.4480189587872","52.971355079754","53.5469746286809","53.6808095570557","53.8593183213437","54.357417186064","54.2968386083033","54.1622259827296","54.2552036992017","54.3729365320019",
"United Arab Emirates","ARE","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.8370018005371","57.9090003967285","57.9160003662109","58.2060012817383","58.3709983825684","58.5270004272461","58.4980010986328","58.5","58.617000579834","58.7210006713867","60.5730018615723","62.5369987487793","64.2249984741211","66.0080032348633","67.4869995117188","68.9260025024414","70.2669982910156","71.3499984741211","70.9369964599609","71.056999206543","71.3929977416992","71.7519989013672","72.0979995727539","72.3239974975586","72.5299987792969","72.6920013427734","72.7910003662109","72.8880004882813","73.0120010375977",
"Argentina","ARG","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.7539978027344","67.2440032958984","69.8290023803711","70.9509963989258","72.286003112793","74.234001159668","73.6439971923828","74.3379974365234","75.5790023803711","76.5469970703125","77.1500015258789","78.7959976196289","76.8089981079102","75.8109970092773","75.4599990844727","75.2760009765625","75.0329971313477","74.7839965820313","75.5800018310547","75.3870010375977","75.3929977416992","75.7279968261719","75.4349975585938","75.2939987182617","76.1709976196289","76.8970031738281","77.5039978027344","77.5370025634766","77.5699996948242",
"Armenia","ARM","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.4830017089844","42.2060012817383","41.7789993286133","42.0960006713867","42.6290016174316","42.9339981079102","43.2200012207031","43.3269996643066","43.5919990539551","43.6800003051758","43.8499984741211","43.9280014038086","44.0019989013672","44.2039985656738","44.2319984436035","44.2820014953613","44.5","44.0260009765625","43.4700012207031","43.9900016784668","44.3870010375977","45.0309982299805","46.7210006713867","48.4459991455078","48.7610015869141","50.617000579834","50.7900009155273","50.9500007629395","51.1030006408691",
"American Samoa","ASM","Employment in services (% of total employment) (modeled ILO estimate)","SL.SRV.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
