"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Congo, Rep.","COG","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.8","50.5295181274414","52.86865234375","55.2208595275879","53.6","59.964111328125","62.3546295166016","58.9","67.1655044555664","71.3256225585938","79.5","82.0960311889648","87.4288635253906","","",
"Colombia","COL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.9","98.5459442138672","98.657829284668","98.7659378051758","98.8664703369141","99.2","99.0297012329102","99.0848236083984","99.1187973022461","99.1356201171875","99.4","99.1400451660156","99.1387557983398","99.1425476074219","99.156852722168","99.3","99.225212097168","99.2792053222656","99.713281","99.607048","99.771476","99.788503","99.726102","99.820229","99.838367","99.809718","99.8","100","","",
"Comoros","COM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.8","58.9458808898926","60.7224655151367","62.4819030761719","64.2297439575195","65.971549987793","74.6","69.4592819213867","71.2162017822266","72.9863662719727","74.7697906494141","76.5663909912109","78.3760681152344","80.1987228393555","85.4717407226563","85.3247299194336","85.1","87.6080627441406","89.4816207885742","91.3594436645508","93.2394027709961","95.1197052001953","","",
"Cabo Verde","CPV","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.27494","83.3458251953125","84.0655899047852","85","85.5448684692383","86.3043212890625","87.0768356323242","87.8623352050781","90.6207038539958","89.7649841308594","90.2930374145508","91.1230545043945","91.9594573974609","92.8001251220703","93.6429214477539","94.4860763549805","","",
"Costa Rica","CRI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.874108","99.863464","99.882549","99.847066","99.894615","99.930421","99.917154","99.924095","99.929925","99.746437","99.964484","99.98337","99.939949","99.704804","99.929925","99.8","99.8","","",
"Caribbean small states","CSS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.0469884684834","94.6592608729606","94.7944576161176","95.1136536859499","95.7941574926849","96.1507744433905","96.1343091895541","96.5026767816869","97.3196007419615","98.2408741554201","98.2586633987935","98.6297096330484","98.8789614835867","99.0503520998587","99.1262658114762","99.2121720786747","99.30830707877","99.4690534924382","99.5819392270144","","",
"Cuba","CUB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.9413223266602","99.9795227050781","99.9966049194336","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Curacao","CUW","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Cayman Islands","CYM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Cyprus","CYP","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Czech Republic","CZE","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Germany","DEU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Djibouti","DJI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5943260192871","54.345043182373","55.0746116638184","55.7870292663574","56.4878540039063","57.1826438903809","56.9","58.5763359069824","59.2862358093262","60.0093803405762","62.4","61.4953765869141","62.2580337524414","63.0336723327637","63.822193145752","64.623161315918","64.242080688","66.2549362182617","67.0814819335938","67.9122848510742","68.7452239990234","69.96","","",
"Dominica","DMA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.4404449462891","79.6971893310547","80.9623260498047","82.2549743652344","83.5858306884766","84.9391708374023","86.2926635742188","87.6239852905273","88.9108047485352","90.1394424438477","91.3308486938477","92.5146179199219","93.7203369140625","94.9776077270508","96.3083877563477","97.7040863037109","98.7712249755859","99.5274963378906","99.8842926025391","100","","",
"Denmark","DNK","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
