"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56","","","","0.68","","0.85","","","","0.96","","","","","","","","","",
"Australia","AUS","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.45","","0.57","","0.48","","0.83","","0.94","","0.94","","1.23","","1.57","","1.28","","0.92","","","",
"Austria","AUT","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.87","","","0.82","","0.74","","0.73","","1.19","","1.26","","1.43","","1.55","","1.81","","1.55","","1.15","","","",
"Azerbaijan","AZE","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.22","","0.2","","0.16","","0.18","","0.41","","0.56","","0.56","","0.57","","0.77","","0.35","","","",
"Burundi","BDI","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.61","0.54","","","0.48","","","0.66","","0.71","","0.54","","1.08","","1.22","","1.23","","1.42","","1.47","","1.43","","1.14","","","",
"Belgium","BEL","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.82","","","0.85","","0.78","","0.8","","1.07","","1.34","","1.34","","1.62","","1.98","","1.69","","1.32","","","",
"Benin","BEN","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.48","0.47","","","0.28","","","0.31","","0.39","","0.41","","0.72","","0.81","","1.03","","1.21","","1.26","","1.1","","0.72","","","",
"Burkina Faso","BFA","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.84","0.85","","","0.62","","","0.5","","0.46","","0.62","","0.94","","1.12","","1.33","","1.28","","1.28","","1.25","","0.86","","","",
"Bangladesh","BGD","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.31","","","0.26","","0.29","","0.29","","0.34","","0.45","","0.7","","0.63","","0.76","","0.9","","0.84","","","",
"Bulgaria","BGR","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26","","","0.52","","0.58","","0.59","","0.89","","1.08","","1.37","","1.58","","1.68","","1.51","","1.09","","","",
"Bahrain","BHR","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18","","0.21","","0.19","","0.19","","0.13","","0.13","","0.13","","0.17","","","","0.32","","","",
"Bahamas, The","BHS","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","0.57","","0.74","","0.97","","1.24","","1.18","","1.42","","1.62","","1.54","","0.99","","","",
"Belarus","BLR","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13","","0.36","","0.36","","0.44","","0.55","","1.06","","0.86","","0.9","","1.06","","0.62","","","",
"Belize","BLZ","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","","0.91","","0.53","","0.98","","1.21","","","","1","","","",
"Bermuda","BMU","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35","","","0.31","","","0.35","","0.5","","0.42","","0.4","","0.47","","0.53","","0.54","","0.54","","0.54","","0.55","","","",
"Brazil","BRA","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.38","","","0.39","","","0.34","","0.34","","0.31","","0.49","","0.84","","1.03","","1.14","","1.02","","1.02","","0.95","","","",
"Barbados","BRB","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.62","","0.75","","0.53","","0.62","","0.79","","1.03","","1.14","","","","1.44","","","","","",
"Brunei Darussalam","BRN","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18","","0.18","","0.18","","0.19","","0.21","","0.21","","0.24","","0.26","","","","0.22","","","",
"Bhutan","BTN","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26","","0.38","","","","0.59","","","","","","0.82","","0.86","","0.84","","0.82","","","",
"Botswana","BWA","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.61","0.37","","","0.35","","","0.29","","0.39","","0.38","","0.61","","0.74","","1.02","","0.97","","1.25","","1.07","","0.67","","","",
"Central African Republic","CAF","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.99","0.98","","","0.64","","","0.65","","","","0.87","","1.14","","1.27","","1.44","","1.69","","1.69","","1.66","","1.4","","","",
"Canada","CAN","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.39","","","0.36","","","0.39","","0.47","","0.43","","0.68","","0.78","","0.9","","1.08","","1.23","","1.16","","0.73","","","",
"Central Europe and the Baltics","CEB","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","0.52","","0.6","","0.67","","1.07","","1.22","","1.37","","1.53","","1.76","","1.59","","1.14","","","",
"Switzerland","CHE","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01","","","0.91","","0.84","","0.93","","1.37","","1.36","","1.52","","1.77","","2.06","","1.79","","1.46","","","",
"Channel Islands","CHI","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.31","","","0.33","","","0.29","","0.47","","0.39","","0.64","","0.86","","0.95","","1.02","","1.24","","1.09","","0.65","","","",
"China","CHN","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.24","","","0.25","","0.45","","0.37","","0.43","","0.61","","1.01","","1.04","","1.28","","1.09","","0.81","","","",
"Cote d'Ivoire","CIV","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.15","0.86","","","0.56","","","0.45","","0.51","","0.6","","0.95","","1.06","","1.2","","1.3","","1.2","","1.17","","0.93","","","",
"Cameroon","CMR","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58","0.58","","","0.5","","","0.48","","0.47","","0.57","","0.83","","1.07","","1.04","","1.1","","1.01","","1.14","","0.94","","","",
"Congo, Dem. Rep.","COD","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.73","0.67","","","0.7","","","0.5","","0.93","","0.69","","0.81","","1","","1.21","","1.27","","1.48","","1.67","","1.2","","","",
"Congo, Rep.","COG","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.71","","","","","","","0.4","","0.3","","0.48","","0.59","","0.67","","0.57","","0.84","","0.92","","0.9","","","","","",
"Colombia","COL","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19","","","0.27","","","0.2","","0.35","","0.24","","0.36","","0.57","","0.73","","0.95","","1.18","","1.04","","0.64","","","",
"Comoros","COM","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","","","0.43","","0.39","","","","0.81","","","","1.43","","1.33","","1.58","","1.31","","0.81","","","",
"Costa Rica","CRI","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.44","","0.56","","0.67","","1.1","","0.97","","1.36","","1.21","","0.79","","","",
"Caribbean small states","CSS","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41","","","","0.615","","0.85","","","","0.98","","","","","","","","","",
"Cuba","CUB","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18","","","","0.45","","0.55","","0.91","","1.51","","1.24","","1.3","","1.2","","","","","",
"Curacao","CUW","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","","0.18","","0.44","","0.95","","1.2","","1.25","","1.47","","1.78","","1.65","","1.23","","","",
"Czech Republic","CZE","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","","0.6","","0.68","","0.71","","1.07","","1.29","","1.45","","1.69","","1.87","","1.6","","1.11","","","",
"Germany","DEU","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.77","","","0.69","","0.78","","0.82","","1.29","","1.38","","1.56","","1.68","","1.88","","1.58","","1.2","","","",
"Djibouti","DJI","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.07","","1.18","","1.21","","0.98","","","",
"Dominica","DMA","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.87","","","0.85","","0.9","","0.94","","1.35","","1.45","","1.54","","1.79","","1.89","","1.8","","1.35","","","",
"Dominican Republic","DOM","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28","","","0.22","","0.39","","0.27","","0.61","","0.75","","0.94","","1.03","","1.35","","1.21","","0.91","","","",
"Algeria","DZA","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04","0.09","","","0.23","","","0.16","","0.15","","0.1","","0.15","","0.19","","0.2","","0.19","","0.17","","0.16","","0.17","","","",
"East Asia & Pacific (excluding high income)","EAP","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","","0.33","","","","0.455","","0.73","","0.85","","0.95","","1.2","","1.02","","0.68","","","",
"Early-demographic dividend","EAR","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26","","0.38","","0.32","","0.505","","0.67","","0.81","","0.9","","1.07","","1.025","","0.745","","","",
"East Asia & Pacific","EAS","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28","","0.35","","0.37","","0.55","","0.74","","0.9","","0.99","","1.25","","1.1","","0.77","","","",
"Europe & Central Asia (excluding high income)","ECA","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26","","0.35","","0.385","","0.63","","0.88","","1.11","","1.08","","1.4","","1.24","","0.74","","","",
"Europe & Central Asia","ECS","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.69","","","0.47","","0.59","","0.67","","1.06","","1.24","","1.31","","1.515","","1.775","","1.595","","1.15","","","",
"Ecuador","ECU","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19","","","0.28","","","0.24","","0.18","","0.27","","0.27","","0.39","","0.27","","0.28","","0.29","","0.29","","0.29","","","",
"Egypt, Arab Rep.","EGY","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07","0.09","","","0.12","","","0.12","","0.1","","0.08","","0.1","","0.12","","0.2","","0.19","","0.18","","0.25","","0.15","","","",
"Euro area","EMU","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.735","","","0.69","","0.68","","0.71","","1.11","","1.26","","1.41","","1.6","","1.81","","1.63","","1.21","","","",
"Eritrea","ERI","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29","","","0.19","","","0.23","","0.33","","0.25","","0.4","","0.81","","1.07","","1.07","","1.71","","3","","1.33","","","",
"Spain","ESP","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","","","0.7","","0.65","","0.72","","1.1","","1.1","","1.28","","1.47","","1.75","","1.55","","1.13","","","",
"Estonia","EST","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.33","","","0.36","","0.55","","0.56","","0.94","","1.22","","1.3","","1.57","","1.76","","1.51","","1.14","","","",
"Ethiopia","ETH","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.14","0.19","","","0.24","","","0.25","","0.27","","0.32","","0.42","","0.62","","0.89","","0.78","","0.94","","0.89","","0.64","","","",
"European Union","EUU","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.68","","","0.64","","0.68","","0.715","","1.12","","1.26","","1.405","","1.605","","1.83","","1.635","","1.2","","","",
"Fragile and conflict affected situations","FCS","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.365","","0.4","","0.4","","0.675","","0.93","","1.05","","1.07","","1.22","","1.21","","0.84","","","",
"Finland","FIN","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.85","","","0.79","","0.84","","0.8","","1.21","","1.26","","1.39","","1.6","","1.95","","1.78","","1.34","","","",
"Fiji","FJI","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37","","","","","","0.73","","0.94","","1.04","","","","1.29","","1.18","","0.67","","","",
"France","FRA","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.78","","","0.77","","0.82","","0.8","","1.25","","1.33","","1.45","","1.72","","1.78","","1.63","","1.2","","","",
"Faroe Islands","FRO","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.83","0.7","","","","","","0.39","","0.37","","0.53","","0.69","","0.39","","0.9","","","","0.91","","0.9","","0.79","","","",
"United Kingdom","GBR","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.85","","","1.11","","1.22","","1.2","","1.6","","1.73","","1.65","","1.98","","2.27","","1.99","","1.49","","","",
"Georgia","GEO","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","","","","0.41","","0.67","","0.89","","1.16","","1.13","","1.37","","1.24","","0.74","","","",
"Ghana","GHA","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.43","0.45","","","0.33","","","0.3","","0.19","","0.23","","0.43","","0.84","","0.9","","0.83","","0.95","","1.03","","0.85","","","",
"Gibraltar","GIB","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.61","0.56","","","","","","0.56","","0.69","","0.56","","0.69","","0.82","","1.02","","0.95","","1.34","","1.45","","0.9","","","",
"Gambia, The","GMB","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.52","0.48","","","","","","0.63","","0.47","","0.4","","0.73","","1.01","","0.75","","","","","","1.29","","1.06","","","",
"Guinea-Bissau","GNB","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.59","","","0.4","","0.71","","0.68","","1.23","","1.19","","1.41","","1.78","","2.08","","1.63","","1.22","","","",
"Grenada","GRD","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41","","0.41","","0.41","","0.68","","0.89","","1.34","","1.02","","1.07","","","","1.04","","","",
"Greenland","GRL","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","","","0.28","","","0.32","","0.42","","0.32","","0.63","","0.64","","0.82","","0.85","","1.04","","0.9","","0.65","","","",
"Guam","GUM","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27","","0.37","","0.27","","0.61","","","","0.85","","0.85","","1.05","","1.11","","0.78","","","",
"High income","HIC","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.47","","0.645","","0.65","","0.97","","1.19","","1.33","","1.49","","1.765","","1.58","","1.14","","","",
"Hong Kong SAR, China","HKG","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.57","","","","0.74","","","0.85","","0.8","","0.77","","1","","1.06","","1.16","","1.32","","1.57","","1.56","","1.42","","","",
"Honduras","HND","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26","","","0.25","","","0.3","","0.46","","0.46","","0.66","","0.73","","0.8","","0.92","","1.15","","1.03","","0.8","","","",
"Heavily indebted poor countries (HIPC)","HPC","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58","0.57","","","0.48","","","0.45","","0.47","","0.5","","0.8","","1","","1.05","","1.11","","1.22","","1.17","","0.88","","","",
"Croatia","HRV","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.64","","","0.61","","0.6","","0.74","","1.13","","1.22","","1.37","","1.49","","1.7","","1.59","","1.17","","","",
"Haiti","HTI","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.36","","0.35","","0.3","","0.6","","","","0.89","","","","1.03","","0.94","","0.62","","","",
"Hungary","HUN","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.65","","","0.64","","0.79","","0.85","","1.22","","1.31","","1.38","","1.61","","1.91","","1.65","","1.2","","","",
"IBRD only","IBD","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28","","","0.28","","0.365","","0.34","","0.5","","0.67","","0.84","","0.955","","1.16","","1.06","","0.72","","","",
