,Norway,Estonia,Poland,Australia,Vanuatu,New Zealand,China,Vietnam,Georgia,United States,Jamaica,Mexico,Argentina,Brazil,Chile,Nigeria,Morocco,Namibia,Middle income,Low income,High income,World
1960.0,23.1360491929285,,1.59802996961123,4.39796495195025,,5.405405405405411,,,,1.90818122034019,,,,,,,,,2.4448419797257004,,2.61377494635738,2.6132538762897997
1961.0,22.440944881889802,,1.61719652453418,4.407923378319549,,5.6232427366448,,,,1.8919701635916697,,,,,,,,,3.47349177330896,,2.55416104754861,2.5568874936972406
1962.0,22.5731895223421,,1.46376125059214,4.81001999789496,,5.97014925373134,,,,1.82961343569407,,,,,,,,,3.83162439287642,,2.67186818829554,2.67555943359281
1963.0,19.8040587823653,,1.5555451436068002,4.47138314785374,,5.98526703499079,,,,1.70530622566454,,,,,,,,,4.7313947757516,,2.71381081897854,2.7204759408265096
1964.0,19.1891891891892,,1.55192637372553,6.010568031704099,,5.9181897302001705,,,,1.5453851257463997,,,,,,,,,4.5863309352518,,2.57838361716321,2.5853851267450203
1965.0,19.3890274314214,,1.53765735941107,6.36834583779921,,6.446140797285839,,,,1.4923061803692201,,,,,,,,,4.995766299745981,,2.73408239700375,2.7420573192687403
1966.0,19.1924778761062,,1.53512502126212,6.66266506602641,,6.72682526661198,,,,1.3687505287200799,,,,,,,,,4.954128440366969,,2.74635463546355,2.75498493759862
1967.0,18.794133623031,,1.4841308995231102,6.21702783864946,,7.154742096505821,,,,1.21612230715775,,,,,,,,,5.7133198106829,,2.64776722682096,2.6602681636333103
1968.0,19.5797027165556,,1.5337302369593502,7.00568443693348,,7.46513535684988,,,,1.22159615739886,,,,,,,,,5.6757604264659705,,2.76766519685534,2.7797419759790496
1969.0,20.4044117647059,,1.60035076181081,7.520340101150769,,7.58513931888545,,,,1.1522694903709199,,,,,,,,,5.416191562143671,,2.7334733592109104,2.7450642296749703
1970.0,20.008354218880502,,1.7453688831780703,4.2434512462049,,6.864161849710981,,,,1.09925951836787,,,,,,,,,4.99080640924613,,2.0043638911894,2.0172421019008
1971.0,20.6176598521096,,1.85823154817831,4.352678571428569,,6.59259259259259,6.4588487124600995,70.1043585021486,,1.8157268154353101,2.89330922242315,3.48911651728553,4.473269487210571,1.9782732990280198,2.47265810746552,2.45614035087719,6.83890577507599,,6.98984265681468,15.888836772983101,2.54215093189302,3.41799739035908
1972.0,21.0191082802548,,1.91261390567108,3.86092581362442,,5.17129928894635,6.577095637321531,68.05031446540879,,1.67130919220056,2.7960526315789505,3.2700620184175895,4.3931050993536,2.47134293826901,2.37403100775194,2.48538011695906,6.77731673582296,,6.86926002586096,15.877723280483599,2.4810879518221,3.35664417776853
1973.0,21.575342465753398,,1.9469309462915598,5.0025361399949295,,5.209580838323349,6.71071817066679,70.7788516202388,,1.58079338173367,3.97022332506203,3.08673469387755,4.44342647732478,2.8112449799196804,2.2,2.61593341260404,6.482593037214889,,7.046540042208151,15.7130084935181,2.50283604029275,3.4088562761074304
1974.0,17.1000440722785,,1.86022199674077,1.4026546107923301,,4.1403105232892505,6.76193716683679,69.9514226231783,,1.807450556181,4.31848852901484,3.2124756335282703,4.80989464040312,2.85737745299286,2.03045685279188,2.60869565217391,6.59340659340659,,6.66148152579892,15.393579828371598,2.5558369560882204,3.4238876216441296
1975.0,14.364406779661,,1.9267652179044599,1.3597102256896103,,4.26049908703591,6.504483673211629,72.330383480826,,1.9722294298238603,6.84563758389262,3.5087719298245603,5.105633802816901,2.97908466466003,2.33781414377557,2.49768732654949,7.142857142857139,,6.64851592514562,14.911472725411901,2.74414534570315,3.65436645425985
1976.0,2.40726124704025,,1.93384645093658,1.36353639762481,,3.79537953795379,6.39036684402128,67.9694137638063,,1.7821241637491798,4.03225806451613,3.37558556076054,5.32855703571029,3.11779098217407,2.12409167132476,2.62582056892779,7.16305372290292,,6.426317963640621,15.0157008278618,2.6054832378661903,3.50272240615827
1977.0,2.48306997742664,,1.97568389057751,1.30672247460569,,3.7927350427350404,6.285040564606559,68.83830455259029,,1.48619335783478,8.18713450292398,3.30610657331777,4.98924731182796,3.43067183990198,2.03535083020889,2.9744199881023197,7.56013745704467,,6.32674438249704,15.2640115336097,2.51020888098858,3.44661950154675
1978.0,2.5480059084195,,1.8567108978684101,1.3920142341305102,,3.95387149917628,6.02793450844888,69.2537313432836,,1.48758424787481,13.714285714285701,3.1736702909197794,5.4153579551608395,3.21109514587368,1.80598555211558,3.03030303030303,7.395498392282961,,6.279292144515249,15.0265729470255,2.56511025094512,3.51700362402321
